	os	oRON			iRON	ibaohe	S-ZORB.AT_5201.PV	S-ZORB.FT_9302.PV	S-ZORB.FT_9401.PV	S-ZORB.FT_1001.PV	S-ZORB.TE_1001.PV	S-ZORB.TE_1105.PV	S-ZORB.PC_1603.PV	S-ZORB.FC_1201.PV	S-ZORB.TC_2801.PV	S-ZORB.TE_1101.DACA	S-ZORB.TE_1103.DACA	S-ZORB.FT_2433.DACA	S-ZORB.LT_1301.DACA	S-ZORB.TE_5002.DACA	S-ZORB.AT_1001.DACA	S-ZORB.FT_3501.DACA	S-ZORB.PDI_2301.DACA	S-ZORB.PC_2401B.DACA	S-ZORB.TE_2608.DACA	S-ZORB.PDT_2906.DACA	S-ZORB.TE_7108B.DACA	S-ZORB.PT_7107B.DACA	S-ZORB.TE_7102B.DACA	S-ZORB.SIS_FT_3202.PV	S-ZORB.TXE_2203A.DACA	S-ZORB.TXE_2202A.DACA	S-ZORB.TE_5008.DACA	S-ZORB.FC_5001.DACA
247	3.2	89.3	246	90.6	44.28	0.7043	1899.7048	112.0558	137.7707	70.6698	64.8012	0.1543	121.9952	284.4668	136.4381	366.2276	5.3948	0.6515	128.3742	236.967	0.1946	1.3894	1.0981	446.2739	3.1279	19.2181	0.0674	18.6313	287.1074	341.4513	341.7861	58.2367	1685.8776	
248	4.7	89.2	247	90.4	44.28	0.8653	1991.9271	116.2866	138.6036	70.9944	65.937	0.1569	121.8332	271.2811	136.6497	366.1702	5.2514	1.9721	128.5155	245.7808	-0.0238	1.3012	1.1814	439.3063	2.8784	22.8282	0.0637	22.5778	288.2295	339.5011	339.8721	58.402	1529.0915	
249	3.2	89.2	248	90.5	44.28	1.412	2083.9818	112.2212	133.2073	73.576	69.2562	0.1491	119.4009	289.351	138.3509	364.1739	5.1794	4.3048	130.1259	266.8086	0.0877	1.3501	1.0992	440.3191	2.6289	24.656	0.063	23.9035	283.1534	340.0032	340.437	62.3966	1603.4366	
250	3.2	89	249	90.2	44.28	1.5928	2079.2624	116.3774	134.0036	71.7648	66.906	0.1402	118.8242	285.6046	136.8773	365.9169	5.3084	6.7125	128.588	277.2505	0.15	1.3357	1.1099	453.9779	8.6602	20.1675	0.0654	18.9657	278.5339	339.2885	339.8428	60.6692	1680.7208	
251	3.2	89	250	90.1	44.28	1.8048	2124.1627	116.3585	133.5736	70.7287	66.3884	0.1404	116.8193	285.1629	136.1528	365.4117	5.4685	-0.5692	128.1927	276.2978	0.1558	1.3142	1.1287	450.2884	16.1637	20.9733	0.0674	20.4243	278.8342	335.5306	335.9597	59.8915	1650.3055	
252	3.2	89.09	251	90.4	44.28	2.3139	2033.3849	110.5074	134.1318	73.3605	66.8961	0.1307	118.6255	301.3612	138.3963	369.5732	5.3601	1.5799	129.7276	281.5442	0.0885	1.4013	1.0743	459.6011	23.6672	25.943	0.0637	25.5485	281.2082	345.3439	345.5488	60.0859	1636.1743	
253	5.1	88.59	252	89.9	51.8	3.0672	1978.4203	114.7301	131.941	71.6628	67.0691	0.1429	115.8528	291.3396	136.9467	367.0191	5.2389	-0.797	128.7656	289.9019	0.0816	1.3553	1.0862	461.9027	-0.2806	22.8117	0.0716	21.9404	287.9289	338.319	338.6837	58.0723	1572.9754	
254	3.3	88.6	253	89.8	51.8	2.003	2064.5165	112.3396	133.6622	73.9358	68.687	0.1375	119.9379	288.8037	138.3382	365.6224	5.2064	-1.2305	129.6684	298.1471	-0.0187	1.3794	1.0745	461.1301	-0.3763	27.789	0.0663	27.1625	291.3609	339.427	339.5087	60.5977	1596.8315	
255	4.9	88.8	254	90	51.8	3.3231	1877.9147	118.4715	134.9122	70.8557	66.9221	0.1561	119.1414	268.2907	137.0093	367.5536	5.7214	-1.0135	127.995	312.8891	-0.0187	1.4288	1.0201	448.08	-0.3271	25.6178	0.0746	25.1104	299.8259	329.1611	329.4762	63.5581	1936.3837	
256	5.7	89.02	255	90.3	51.8	2.5859	1954.1665	116.8737	133.3674	72.9661	68.5637	0.137	116.0685	289.7474	137.7233	366.5699	5.1769	-0.9241	129.3669	302.0319	-0.0192	1.4093	1.0365	448.2714	-0.3483	24.5516	0.0694	23.8162	285.3137	321.8732	322.0459	61.9271	1750.22	
257	3.2	89.28	256	90.5	46.9	1.897	1876.0618	120.1751	137.7051	71.5956	67.9468	0.1459	119.109	285.6413	136.9104	362.7634	5.199	-0.6615	128.7255	277.5511	-0.0189	1.4548	1.0141	436.1122	-0.2781	23.9203	0.0751	23.3166	290.8825	319.7759	320.2146	54.1122	1271.7808	
258	3.8	88.99	257	90.2	46.9	2.9616	1971.2955	117.0208	134.4639	71.9068	69.3156	0.1454	118.1613	295.8354	137.4831	366.0663	5.1143	-0.9707	130.0778	307.5805	-0.0183	1.428	1.0376	463.9185	-0.3819	26.8273	0.0767	25.1872	284.6718	323.8144	324.0372	56.8102	1265.0901	
259	3.5	89.08	258	90.3	46.9	2.7703	2040.552	113.8106	134.947	72.0055	67.9696	0.1497	120.437	292.5086	137.3261	365.0209	5.6376	-1.0537	129.7796	297.608	-0.0187	1.4227	1.05	451.3202	-0.3544	26.0309	0.076	25.2831	288.6554	328.6348	328.7859	55.6749	1283.9381	
260	4.6	88.89	259	90.1	43.7	1.9873	2137.8765	113.4784	134.47	71.7109	68.0951	0.1396	117.5004	290.5474	136.7445	364.7817	5.4652	-0.9755	129.4851	309.9981	-0.0181	1.3584	1.1078	457.5263	-0.3284	25.9819	0.0782	25.1574	284.8846	322.4462	322.6371	56.0482	1288.1617	
261	4.9	88.59	260	89.9	43.7	2.6339	2033.5802	111.1119	135.8907	73.3881	69.5959	0.1555	120.8682	294.9791	138.2265	364.5198	4.8892	-1.1135	130.3322	299.2386	-0.0194	1.3696	1.1003	456.6677	-0.3616	28.8744	0.0783	27.7418	285.7526	327.7457	327.8815	57.5949	1323.6204	
262	4	89.06	261	90.3	43.7	2.5322	1926.9875	114.382	134.3631	72.5141	67.5071	0.1276	118.1219	298.7595	137.4349	364.9446	5.1893	1.0085	129.933	313.1927	-0.019	1.3842	1.0412	458.9688	-0.3144	26.9871	0.0809	25.9094	286.7854	322.3999	322.6163	52.8735	1091.4488	
263	5.1	89.06	262	90.3	49.99	2.7273	2109.75	115.3077	133.1987	72.7145	67.4246	0.1264	115.651	297.5115	137.2878	367.0333	5.0204	-1.1841	129.6063	301.2909	-0.0178	1.3394	1.0964	448.1277	-0.3573	28.1965	0.0788	27.5649	284.9399	325.0195	325.1404	53.8954	1151.0734	
264	3.2	88.26	263	89.7	49.99	1.423	2606.8405	111.5297	129.9302	72.8168	67.6437	0.1272	118.0284	295.6642	137.3168	367.2397	6.3852	-1.1967	129.6413	297.194	-0.0139	1.8574	0.5765	440.8818	-0.4422	29.6638	0.0806	28.8334	260.4133	327.1237	327.4879	53.7966	1124.7094	
265	7.8	88.96	264	89.7	49.99	8.6744	1911.9625	112.1691	131.6216	72.4884	65.0369	0.1303	113.9128	320.3637	136.5152	366.4638	5.2663	-0.992	129.091	364.3828	-0.0183	1.2466	1.1884	454.3424	-0.3935	27.0879	0.0825	26.2954	291.7069	366.1523	366.4121	53.5364	1184.8969	
266	6.5	88.46	265	89.7	46.85	3.9783	1997.2893	109.5079	132.6892	72.3356	64.5597	0.1263	113.3569	287.667	136.0865	365.5819	5.2533	-0.98	128.6948	348.3885	0.0876	1.2618	1.1844	473.3102	-0.3464	27.9779	0.089	27.0802	211.0343	355.8043	356.1384	52.3216	1109.8273	
267	7.8	88.16	266	89.4	46.85	4.076	1893.2519	108.3337	135.1138	72.0033	67.2588	0.1352	117.2103	299.5891	137.0733	366.8625	5.2215	-1.279	129.5337	306.1898	-0.019	1.3312	1.1274	460.6493	-0.4455	31.4646	0.0863	30.6962	210.2199	369.0506	369.4399	53.9318	1037.4755	
268	4.5	88.26	267	89.6	46.85	2.2694	2214.6555	112.4226	133.2503	69.8989	65.5548	0.1184	115.7483	296.066	134.9829	364.246	5.0425	-1.3051	127.9754	296.2521	-0.0186	1.2667	1.1801	471.6068	-0.4872	32.8884	0.0921	31.8062	206.6983	354.7431	355.0323	55.2644	1077.8436	
269	3.2	87.96	268	89.3	49.9	1.8592	2223.4537	109.0186	135.409	68.6369	66.3264	0.1417	120.5872	296.683	135.1013	366.931	5.4065	-1.3032	127.693	283.3446	-0.0195	1.3557	1.1116	464.7453	-0.4377	31.2473	0.0876	30.6157	209.4807	370.2774	370.608	54.9339	1061.3563	
270	5.4	88.96	269	89.8	49.9	2.7712	2188.8857	101.7818	129.5864	70.3644	66.3315	0.131	115.8414	301.1812	136.0929	367.9523	5.1126	-1.2984	128.6555	279.786	-0.0186	1.3677	1.0867	382.5014	-0.4409	30.1328	0.0935	28.9021	187.4946	365.8443	366.1715	56.0216	1130.7123	
271	3.2	88.36	270	89.7	49.9	1.0997	2477.6101	104.9344	128.9112	68.9502	62.5947	0.1172	113.0929	288.8379	133.4295	368.5515	5.3689	-1.2822	126.8197	262.8751	0.0969	1.2228	1.2273	384.0107	-0.3875	29.0319	0.0996	27.8382	181.1285	351.1425	351.6823	55.0979	1154.0454	
272	3.2	88.66	271	90	48.34	2.2662	2403.9199	107.1365	139.2735	69.4585	66.5001	0.139	122.4451	294.4456	135.8386	364.5344	5.5614	-1.3012	128.2622	262.2642	0.0927	1.3963	1.079	381.1717	-0.431	31.1766	0.0957	30.0507	186.5298	366.1599	366.7199	55.2811	1142.0273	
273	3.2	88.46	272	89.7	48.34	1.6552	2420.2739	108.6968	139.1905	69.6884	66.488	0.1381	122.435	293.1351	135.7541	365.107	5.1305	-1.2919	128.204	266.8014	0.0912	1.3766	1.1031	384.9717	-0.4081	30.3145	0.0997	28.931	187.0498	365.2892	365.9116	55.1498	1185.0451	
274	3.8	88.09	273	89.4	48.34	2.0677	2414.7964	107.3698	130.8218	68.9316	66.7496	0.1381	117.7635	299.2876	135.2595	364.6358	5.4719	-1.308	127.6466	260.9106	-0.0192	1.2971	1.1695	381.7587	-0.4621	32.1343	0.1011	30.9888	183.8522	361.7675	362.247	62.5697	1558.0463	
275	5.6	88.69	274	90	47.1	3.3197	2390.1475	107.618	132.9003	71.2435	67.7528	0.147	119.2125	294.7137	136.5865	362.3191	5.0174	-1.1641	128.8605	269.0354	0.1607	1.4107	1.0565	380.8122	-0.3827	29.2367	0.1033	28.0664	187.8418	363.5829	364.1176	60.4571	1470.4293	
276	4.8	88.8	275	89.9	47.1	3.7428	2498.6644	122.4412	137.4357	71.3299	69.1808	0.1475	122.6513	309.6075	137.5563	362.9497	4.8285	-1.3133	129.5494	261.2458	0.2371	1.3051	1.1714	391.2258	-0.4764	33.0715	0.1027	32.1435	180.6249	368.0254	368.4796	63.4863	1555.4412	
277	3.4	88.72	276	90	47.1	1.2568	2553.7128	125.5666	132.9557	73.6063	69.1007	0.136	117.296	293.2884	137.8385	365.2346	5.2825	-1.3118	130.0272	236.0936	0.2047	1.317	1.1757	384.12	-0.438	32.4594	0.1071	31.6568	186.4776	352.9369	353.6149	60.9011	1442.664	
278	4.4	88.45	277	89.5	45.09	1.8492	2653.4998	125.2669	139.8355	72.6235	69.6459	0.1799	125.4313	299.2847	137.7145	362.5142	5.5032	-1.3035	129.738	233.4201	0.0913	1.4067	1.116	376.9881	-0.4352	31.9737	0.1098	31.4213	189.7696	366.3451	366.9887	60.0438	1432.6173	
279	3.2	88.12	278	89.2	45.09	2.1511	2467.2016	122.7474	136.4347	73.8108	70.6848	0.1648	124.966	300.4735	138.4472	362.1215	5.4628	-1.3096	130.2751	242.7001	0.1741	1.3444	1.1729	371.7433	-0.4466	32.8857	0.1124	32.0315	176.762	364.7097	365.4488	59.7984	1419.0313	
280	4.3	88.75	279	89.9	45.09	3.2769	2527.6372	126.1803	133.0982	73.0743	70.0397	0.1549	119.4932	296.8214	138.0145	361.6847	5.1878	-1.311	129.8398	253.6421	0.0827	1.4244	1.0674	362.0465	-0.3951	32.4871	0.117	31.6863	174.3822	370.2306	370.9476	62.6548	1683.8785	
281	3.5	88.76	280	89.9	50.88	2.2944	2666.0408	122.8533	128.5445	74.076	68.0286	0.1294	111.679	292.3472	136.8134	365.0976	5.2016	-1.3024	128.3658	267.9737	0.1402	1.0925	1.3827	361.7626	-0.4133	31.3211	0.1214	30.9661	171.6608	353.0614	353.7806	56.0947	1212.9336	
282	4.1	88.46	281	89.6	50.88	3.4849	2576.8665	121.7993	135.3692	73.7581	72.0725	0.1648	122.1142	304.0302	138.8267	358.4001	5.1688	-1.3147	130.3114	282.7561	-0.0187	1.2414	1.2395	380.1469	-0.4558	34.7284	0.1348	33.4942	173.6893	368.326	368.9033	55.6665	1089.9731	
283	7.2	88.36	282	89.4	50.88	3.7238	1495.2733	113.2712	125.6392	73.8205	71.5149	0.1526	118.7534	306.1958	138.9931	363.27	4.1864	-1.3761	130.2141	268.9121	-0.0107	2.0425	0.4328	374.4359	-0.461	38.0357	0.4142	36.2999	197.0536	370.6145	370.684	56.2032	1156.1781	
284	7.4	87.88	283	89	49.61	3.4634	1633.7006	112.8853	113.3478	69.8796	68.655	0.1544	117.6993	305.2403	136.3589	362.1132	4.5071	-1.362	128.2019	255.1441	-0.0125	1.6949	0.7606	389.4709	-0.2477	42.0721	0.9056	36.06	201.8548	371.9287	372.0361	58.9646	1342.36	
285	3.2	88.18	284	89.3	60.06	3.203	1772.128	112.4993	101.0565	65.9386	65.7951	0.1562	116.6452	304.2849	133.7246	360.9564	4.8278	-1.3479	126.1896	241.3761	-0.0142	1.3473	1.0884	404.5059	-0.0344	46.1085	1.397	35.8202	206.6559	373.2428	373.3882	61.7261	1528.542	
286	5.2	88	285	89.3	49.61	2.8124	1979.7691	111.9204	82.6195	60.0272	61.5052	0.1589	115.064	302.8517	129.7732	359.2212	5.3088	-1.3267	123.1713	220.7241	-0.0168	0.8259	1.5801	427.0584	0.2856	52.1632	2.134	35.4605	213.8576	375.214	375.4165	65.8682	1807.815	
287	10.6	88.22	286	89.3	49.63	2.552	2118.1965	111.5345	70.3282	56.0863	58.6453	0.1607	114.0099	301.8962	127.139	358.0644	5.6296	-1.3126	121.1591	206.9561	-0.0185	0.4783	1.9079	442.0933	0.4989	56.1997	2.6254	35.2207	218.6587	376.5282	376.7686	68.6296	1993.9969	
288	3.2	87.52	287	88.7	49.63	2.2917	2256.6238	111.1485	58.0368	52.1454	55.7854	0.1626	112.9558	300.9408	124.5047	356.9076	5.9503	-1.2985	119.1469	193.188	-0.0203	0.1307	2.2357	457.1283	0.7122	60.2361	3.1168	34.9809	223.4598	377.8423	378.1208	71.391	2180.1789	
289	3.2	87.72	288	89	49.63	1.3116	2525.3316	112.0664	58.1641	51.9479	56.2563	0.1659	113.4407	304.4225	124.3989	359.1756	5.1527	-1.305	118.9129	162.0081	-0.0181	1.1809	1.1871	462.2565	1.0322	62.3611	3.1418	37.0907	246.9731	379.2877	379.5446	74.3882	2283.8285	
290	3.2	87.85	289	89	50.78	2.5255	2402.0546	111.7491	59.1009	52.3028	56.5894	0.1744	113.6247	304.3097	124.5547	358.7989	5.2536	-1.2959	118.8628	167.3143	-0.0201	1.3644	1.011	467.1145	1.2455	62.3505	3.1453	36.9116	250.2758	375.2784	375.6502	69.6752	1974.0453	
291	3.2	87.85	290	89.1	50.78	0.8902	2462.0747	113.8254	59.4354	52.2159	56.6391	0.1659	113.0961	306.3649	124.6108	363.1071	5.2583	-1.2933	119.3571	161.8243	-0.0189	1.291	1.0922	474.0411	1.4588	62.5367	3.1422	37.0749	249.5402	380.9364	381.3066	72.2194	2211.5359	
292	6.1	87.95	291	88.6	50.78	1.6851	1898.4533	112.8915	55.436	48.9025	54.1137	0.1772	113.3655	315.1736	121.3673	356.2849	5.0842	-1.2425	116.2985	173.0485	-0.0191	1.3309	1.0442	477.157	1.7787	60.7238	3.1412	35.1908	251.8611	368.812	369.1198	63.1696	1657.175	
293	8.5	88.62	292	89.7	46.3	7.9809	2554.6468	103.9823	138.2125	74.0787	71.577	0.1821	122.0239	320.3224	138.6162	359.194	4.866	-1.1607	131.1018	256.167	-0.0561	1.6154	0.8826	436.7107	1.992	59.0079	3.1426	36.9656	293.0274	381.683	382.3204	60.5641	1460.8539	
294	6	88.85	293	90	46.3	3.5719	2376.974	113.3218	137.242	74.1168	70.6206	0.1614	119.8869	317.9595	138.1564	361.7939	5.2223	-1.123	130.3126	256.7307	-0.0192	1.2442	1.2317	469.7428	2.2054	59.355	3.1436	36.4857	278.6118	371.5379	371.8905	62.3949	1662.0743	
295	6.3	88.75	294	90	46.3	2.4949	2328.2468	116.1214	136.6334	74.662	70.1435	0.1696	120.6144	317.5609	139.1628	366.7844	4.7906	-1.0837	131.2446	254.3655	-0.0179	1.2597	1.1877	464.6229	8.7377	59.3288	3.1406	35.7449	275.3502	379.7335	380.318	57.2692	1413.5988	
296	10.4	88.72	295	89.8	47.33	9.1443	2229.4284	113.4555	134.9696	74.4546	71.053	0.1815	119.8039	330.1739	138.4866	361.0667	4.9146	-1.1667	130.8673	266.7382	-0.0174	1.3489	1.0935	464.0076	23.3998	59.9631	3.1443	36.2244	282.2421	381.9985	382.5224	58.2124	1413.3427	
297	7.4	88.62	296	89.7	47.33	6.4721	2311.2848	112.8463	133.7775	73.4129	71.3775	0.181	117.9202	326.4678	137.5668	361.9497	5.1943	-1.0216	130.0104	269.09	-0.0186	1.4288	0.9957	468.7862	-0.0349	59.7233	3.1417	35.5009	279.3713	381.3367	381.6366	56.4106	1247.7768	
298	7	88.7	297	89.9	47.33	6.2452	2229.9051	118.064	127.7563	72.677	69.9894	0.1563	116.1217	312.4134	141.4363	364.793	5.0737	-0.9363	131.4705	268.2682	-0.018	1.3998	1.0175	459.4769	-0.6876	57.6472	3.1416	33.242	272.7873	380.2882	380.559	59.405	1460.7773	
299	4.4	88.65	298	89.8	45.69	3.5426	2410.9164	115.753	130.5224	72.3458	69.0697	0.1664	119.4974	319.0373	136.2609	357.812	5.2969	-0.9849	129.3203	263.9453	-0.0186	1.3953	1.0271	464.4056	-0.7962	56.5546	3.1407	32.3413	274.7023	363.4779	363.7352	58.541	1544.8193	
300	3.5	89.05	299	90.3	45.69	3.2515	2601.1833	117.8872	131.4647	71.9962	69.3773	0.1517	116.3165	325.201	136.5958	362.1562	5.0925	-0.6937	129.5081	258.9904	-0.0188	1.4759	0.9439	459.0458	-1.117	58.2482	3.1427	34.1721	285.4725	369.2069	369.7164	61.3241	1653.3191	
301	8.4	88.65	300	89.8	45.69	5.0537	2311.7029	113.23	133.8336	73.5641	71.1836	0.1703	118.7213	323.8255	138.1584	362.4255	5.2176	-0.9903	130.7371	265.183	-0.0185	1.3506	1.0457	423.1642	-1.1658	60.5645	3.1218	35.8505	273.3281	375.7035	375.9153	60.0872	1494.1766	
302	4.2	89.15	301	90.4	43.24	2.6783	2378.8773	111.0105	129.3995	71.7798	69.0768	0.1444	112.8248	308.5852	135.5978	363.7241	5.0288	-1.0225	128.2725	264.394	-0.0182	1.4801	0.9002	451.5158	-1.1292	58.734	3.1241	33.9698	288.4803	362.8306	362.8945	58.7237	1490.4652	
303	3.2	88.65	302	90.3	43.24	5.6239	2465.2735	107.859	131.949	76.0549	73.7677	0.1459	119.7075	332.4448	140.0512	362.7557	5.0585	-1.297	132.4453	286.2181	-0.0188	1.381	1.007	441.6329	-1.3376	64.3965	3.1233	39.4629	283.2994	377.659	377.7135	62.8015	1557.4366	
304	5	88.95	303	90	43.24	1.804	2422.3795	111.2983	129.1183	73.4155	70.6033	0.1316	113.5839	304.9251	137.888	368.1378	5.0599	-0.7668	130.4977	297.3025	-0.0183	1.4562	0.9545	457.1038	-1.1286	58.2515	3.1234	34.3957	281.9185	363.798	364.1608	59.95	1542.4182	
305	5.9	89.52	304	90.7	43.24	17.5343	2475.3105	107.4305	126.5335	72.0701	70.3157	0.1616	113.6691	321.137	136.5235	361.6012	5.0478	-0.9793	129.9004	299.555	-0.0189	1.4119	0.9898	435.4009	-1.2024	59.1179	3.1216	34.6582	317.7412	376.6685	377.0678	58.8264	1506.353	
306	4.9	89.75	305	90.8	43.24	13.0246	2313.8987	107.0476	127.1176	73.2163	70.4499	0.1533	113.5698	332.1632	137.0987	361.4843	4.9046	-1.0431	130.1728	324.7712	-0.1792	1.2459	1.153	224.303	-1.1774	62.882	3.1221	38.4549	220.5752	372.7104	373.0923	62.453	1538.5563	
307	9	89.05	306	90.1	43.24	3.8793	2304.1801	108.3135	139.0765	72.5208	69.2342	0.1581	117.8009	312.6922	137.03	364.7896	5.3706	-0.9793	130.0864	287.3947	0.3103	1.239	1.163	221.3096	-1.0237	59.3488	3.1236	34.7466	222.7285	376.1516	376.4112	59.874	1530.0583	
308	3.2	88.75	307	90	46.76	3.0083	2405.0466	108.4935	130.2468	73.9679	70.8468	0.1406	113.7587	305.7689	137.6975	365.346	5.2363	-0.751	130.7067	312.1209	0.1107	1.2044	1.1785	225.9645	-0.0967	56.2126	3.0906	32.165	219.6756	370.3077	370.5211	60.0386	1647.4118	
309	4.7	88.32	308	89.4	46.76	4.3069	2232.5735	108.9301	126.3424	74.3176	71.3895	0.1588	114.7325	294.8503	137.9446	364.0531	5.0662	-0.7273	130.1873	398.7598	0.0157	1.4351	0.945	417.4545	8.0216	55.6679	3.0907	32.9784	306.0563	374.0472	374.4592	59.7211	1626.9046	
310	3.2	88.82	309	90.1	46.76	4.0861	2504.4163	106.4584	125.8328	73.3682	70.8948	0.1418	109.585	305.7617	136.3339	365.5105	5.1438	-1.0131	129.098	640.5102	0.6098	1.1841	1.1621	444.9539	-1.2147	60.8079	3.092	35.8132	284.6202	363.3909	363.7604	58.3907	1379.3086	
311	7.6	88.56	310	89.8	46.76	7.5696	2392.1695	109.1143	125.1245	71.7893	70.0905	0.1455	111.5875	301.1169	135.8079	361.6882	4.9455	-0.9858	129.2593	379.8224	-0.018	1.3595	0.9638	432.2502	-1.6407	59.7719	3.0904	34.0979	317.2559	368.6842	369.1032	56.7676	1237.2685	
312	6.2	88.95	311	90.1	43.42	4.4345	2507.772	108.2906	126.0897	71.8574	70.2705	0.1502	111.3196	309.6117	136.3353	363.5605	5.1649	-0.805	129.6418	353.0826	-0.0151	1.303	1.0249	454.8283	-1.7777	59.5629	3.0954	33.6115	260.9794	374.1758	374.4155	63.5611	1829.004	
313	8.5	89.05	312	90.3	55.05	7.1061	2261.9578	111.1345	124.8463	71.1059	69.5204	0.1572	111.6552	303.3456	135.7045	362.7135	5.4119	-0.9754	128.8298	291.5818	-0.018	1.4187	0.9084	438.7909	-1.9232	58.3264	3.095	32.7047	271.5438	379.4943	380.2264	61.0236	1788.6296	
314	5.5	88.75	313	89.9	43.42	11.1292	2324.88	111.5584	128.1845	70.261	68.2463	0.1542	110.6031	338.1168	134.4135	360.9711	5.3962	-0.6462	127.5654	297.0271	-0.0179	1.193	1.1392	422.6883	-0.812	56.5679	3.0919	31.4173	262.1107	381.2725	381.6975	62.9106	1939.643	
315	3.3	89.25	314	90.4	46.58	4.0498	2399.6895	107.9651	122.5634	72.1232	70.4682	0.1554	115.4252	303.3165	136.6801	362.2176	5.0679	-0.8524	129.4438	240.0279	-0.0207	1.1122	1.1898	426.2405	-0.8355	60.8781	3.0918	34.1397	257.6735	380.016	380.2972	65.1321	1921.9976	
316	9	88.35	315	89.5	46.58	4.6909	2384.5292	104.1468	125.4871	74.5244	71.5455	0.1492	114.0428	294.2878	137.7784	360.6728	4.9903	-0.9791	130.9255	276.1356	-0.0165	1.201	1.1036	405.9143	-0.7704	60.0891	3.0916	33.3058	265.9264	380.8152	381.2926	63.7006	1939.3177	
317	5.3	88.65	316	89.7	46.58	3.0683	2489.4727	107.158	119.3276	73.4092	71.088	0.146	115.2613	287.6278	137.012	360.5019	5.9413	-0.7108	129.1679	254.0989	-0.0156	1.2238	1.0825	437.6753	-0.8071	61.8217	3.0941	35.0688	262.928	373.207	373.4883	64.1351	1856.739	
318	3.3	88.45	317	89.7	46.58	4.4681	2392.5206	107.5775	123.2133	71.2861	68.9868	0.1662	114.825	286.821	136.4026	362.8968	5.4966	-0.7655	129.7904	241.4411	-0.0182	1.2245	1.0849	434.9061	-0.7264	59.9392	3.0922	32.9723	246.4654	381.5121	382.0674	61.0486	1758.1736	
319	3.3	88.65	318	89.8	47.19	2.1272	2541.2377	108.4294	122.1414	69.8663	68.0547	0.1622	116.067	286.0844	135.6352	364.4303	5.0141	-1.0267	128.9072	222.5674	-0.018	1.2201	1.0865	433.9576	-0.8097	61.0037	3.0921	33.6341	243.9649	379.0136	379.6067	63.7039	1843.2973	
320	4.3	88.25	319	89.5	47.19	2.9209	2551.3018	111.6472	123.8315	70.0665	67.9129	0.155	115.6761	288.3359	135.2249	358.5936	4.6849	-0.6076	128.4301	206.3165	-0.0156	1.2203	1.0924	438.777	-0.6945	60.3184	3.094	33.3249	240.5947	378.042	378.7975	62.725	1814.2419	
321	3.2	88.05	320	89.2	47.19	1.5607	2794.1411	105.0399	124.8034	72.6443	68.7985	0.1516	114.6625	290.0463	136.6465	363.4113	5.2971	-0.4197	129.2749	225.0208	-0.0175	1.1032	1.2035	416.8807	-0.703	57.1831	3.0935	30.5633	243.4736	375.9724	376.3684	60.5702	1829.6165	
322	3.2	87.95	321	89.2	47.19	2.0376	2646.1265	111.86	127.957	70.4281	67.8811	0.1484	115.4348	286.3084	135.4223	363.7196	5.5784	-0.6435	128.7006	224.013	0.1601	1.3182	0.9938	410.7892	-0.6776	57.9806	3.095	30.9921	246.4938	378.2899	378.8229	64.3389	2070.6257	
323	3.2	88.05	322	89.4	47.19	0.8033	2588.9566	104.5726	123.5014	69.6434	67.1043	0.143	115.6479	288.8798	135.5619	365.1673	5.2695	-0.6426	129.2525	213.3361	-0.0057	1.1431	1.1674	435.5723	-0.7515	59.0892	3.0919	32.0441	242.0407	377.5902	377.8738	61.5603	1778.1978	
324	3.6	88.12	323	89.4	46.72	0.774	2555.5613	110.4369	125.8951	70.3978	68.0832	0.1433	115.3518	284.7607	135.752	365.8236	5.1161	-0.714	128.8409	208.6495	0.0774	1.1589	1.1483	433.7072	-0.2793	58.3517	3.095	30.918	245.213	374.8726	375.6907	60.4042	1800.7907	
325	11.8	88.65	324	89.9	46.72	4.012	2730.237	101.2483	117.7208	69.928	69.7522	0.1621	116.2601	297.0133	136.8113	364.1245	4.6513	-0.9595	130.1089	194.447	0.061	1.057	1.2493	433.9334	-0.3706	63.6963	3.0899	36.1542	243.9262	384.211	384.7162	63.8546	1689.8092	
